id,lon,lat,elev
20939159.0,-80.2940706,43.3879636,315.0
20939160.0,-80.2939588,43.3879907,315.0
20939161.0,-80.2939102,43.3880339,317.0
20939162.0,-80.2939133,43.3881177,317.0
20939163.0,-80.2940489,43.3884956,317.0
20939164.0,-80.2941709,43.3887687,317.0
20939165.0,-80.2942483,43.3888921,317.0
20939166.0,-80.294394,43.3890031,317.0
1014902233.0,-80.2944514,43.389057,317.0
1014902247.0,-80.2944954,43.3891318,316.0
20939167.0,-80.2944987,43.3892237,316.0
20939168.0,-80.2946068,43.3893603,316.0
20939169.0,-80.2946733,43.3894535,316.0
1014629429.0,-80.2947942,43.3897727,316.0
1773292814.0,-80.2925729,43.3873798,308.0
20939171.0,-80.2926141,43.387486,311.0
20939172.0,-80.2927785,43.3879004,315.0
20939173.0,-80.2927843,43.3879391,315.0
20939174.0,-80.2926201,43.3880183,315.0
20939175.0,-80.2924146,43.3881198,315.0
20939176.0,-80.292249,43.3882033,314.0
20939177.0,-80.2919744,43.3882402,314.0
20939188.0,-80.2927698,43.3890925,317.0
20939187.0,-80.2925643,43.3890427,316.0
20939186.0,-80.2923334,43.3889672,316.0
20939185.0,-80.292403,43.3888264,316.0
20939184.0,-80.2924093,43.3886729,316.0
20939183.0,-80.292353,43.3885625,316.0
20939182.0,-80.2922915,43.3884818,316.0
20939181.0,-80.2921978,43.3883946,315.0
20939178.0,-80.2915803,43.3882704,313.0
20939179.0,-80.2915153,43.388255,312.0
20939180.0,-80.2914885,43.388224,310.0
416236049.0,-80.2913955,43.3880598,310.0
20939194.0,-80.293988,43.3888592,317.0
20939193.0,-80.2937875,43.3888453,317.0
20939192.0,-80.2935295,43.3889057,317.0
20939191.0,-80.2932431,43.3889182,317.0
20939190.0,-80.2930687,43.3889493,317.0
20939189.0,-80.292913,43.3890178,317.0
20939198.0,-80.2943205,43.389059,317.0
20939197.0,-80.2942742,43.389043,317.0
1014902214.0,-80.2941837,43.3889793,317.0
20939196.0,-80.2940942,43.3889504,317.0
1014902264.0,-80.2940727,43.3888925,317.0
20939195.0,-80.2940647,43.3888094,317.0
20939199.0,-80.2943772,43.3893373,317.0
20939200.0,-80.2940627,43.3893671,317.0
20939201.0,-80.2938136,43.389414,317.0
20939202.0,-80.2936159,43.3894329,317.0
1014892119.0,-80.2934958,43.389486,317.0
20939203.0,-80.293377,43.3895139,317.0
20939204.0,-80.2932611,43.3895115,317.0
20939205.0,-80.294337,43.3891626,317.0
20939206.0,-80.2942768,43.3891633,317.0
20939207.0,-80.2940917,43.389251,317.0
20939208.0,-80.2940489,43.3879031,315.0
20939209.0,-80.2937659,43.3879166,316.0
