X,Y,id,CMAUID,CTUID
-79.2636035389714,43.8035025668637,35204741,535,5350378.24
-79.2549616071401,43.8091576135154,35204742,535,5350378.24
-79.8428846403266,43.3068447340682,35240394,537,5370202.00
-79.8473382410128,43.3088084857945,35240395,537,5370202.00
-79.851297064298,43.3032067779642,35240396,537,5370202.00
-79.8563081963027,43.3013712946057,35240397,537,5370202.00
-80.1417101217743,44.0476116817772,35220077,535,5350593.00
-79.8948772541919,43.3065339708814,35240402,537,5370200.00
-80.0906582605175,43.962940237837,35220081,535,5350593.00
-80.089471682427,43.9187356613948,35220088,535,5350590.00
-80.0928392637968,43.9220407304079,35220089,535,5350592.01
-80.0978771049709,43.919841733701,35220090,535,5350592.01
-80.1010935719414,43.9202540523441,35220091,535,5350592.01
-80.1020599341697,43.9166825781894,35220092,535,5350590.00
-80.1007196645727,43.913322865459,35220093,535,5350590.00
-80.1020695849877,43.9104973491703,35220094,535,5350591.02
-79.252015394916,43.803414878268,35204743,535,5350378.24
-79.2288183269015,43.8142958275052,35204744,535,5350378.06
-79.2230429062217,43.8155033218189,35204745,535,5350378.06
-79.2240479662592,43.8071971076071,35204746,535,5350378.11
-79.2222361588384,43.8021726394392,35204747,535,5350378.11
-79.4137244241335,43.6423837146637,35204748,535,5350010.01
-79.4131316796754,43.6411874938574,35204749,535,5350010.01
-79.3179926370236,43.663278628231,35204750,535,5350020.00
-79.7143525735928,43.5604158504071,35212012,535,5350516.43
-79.7213651269802,43.5625121029891,35212013,535,5350516.43
-79.7227276755524,43.5611991589019,35212014,535,5350516.44
-79.6092626050444,43.6319515861244,35210997,535,5350527.02
-79.6038471908187,43.6331113575697,35210998,535,5350527.02
-79.6074627863234,43.6315614934961,35210999,535,5350527.02
-79.6053045482148,43.6299397071635,35211000,535,5350527.02
-79.6452473050009,43.6161741424244,35211022,535,5350528.25
-79.6466921513806,43.615057479182,35211023,535,5350528.25
-79.6496261732958,43.6127701225362,35211024,535,5350528.25
-79.6526558852343,43.6157589830953,35211025,535,5350528.25
-79.6578940658008,43.6132454371611,35211031,535,5350528.25
-79.6402930406334,43.7084592452809,35211057,535,5350529.01
-79.6383780079944,43.7130516800389,35211058,535,5350529.02
-79.6398273321879,43.7153227128408,35211059,535,5350529.02
-79.6349377409087,43.7137144662641,35211060,535,5350529.02
-79.6386243647174,43.7174674516344,35211061,535,5350529.02
-79.6354017486161,43.7219978163563,35211065,535,5350530.01
-79.6351379225619,43.7233399979587,35211066,535,5350530.01
-79.633179323146,43.7234705878512,35211067,535,5350530.01
-79.6326064252277,43.7262144266949,35211068,535,5350531.02
