X,Y,DAUID,cma,pop,area_km2
-79.721502,44.383791,35431317,568,398,0.1
-79.591154,43.773437,35190259,535,979,1.76
-79.517806,43.763544,35202047,535,302,0.08
-79.691766,44.388742,35431059,568,745,0.16
-79.724983,44.390072,35431319,568,427,0.19
-79.623422,43.803807,35191271,535,1012,25.59
-79.517704,43.760799,35202045,535,433,0.04
-79.607911,43.778464,35190205,535,301,0.06
-79.699664,44.393804,35431053,568,428,0.43
-79.8042591285687,44.492418180673,35430957,568,437,12.16
-79.564297,43.793307,35190219,535,265,0.07
-79.786859,44.161984,35431383,535,1326,4.48
-79.690679,44.394711,35431049,568,409,0.1
-79.689257,44.395363,35431048,568,417,0.09
-79.574068,43.781418,35190213,535,444,0.17
-79.535655,44.299053,35431293,568,402,0.75
-79.560022,44.127105,35430769,535,624,1.85
-79.8786272089241,44.490168,35430954,568,514,36.07
-79.559966,44.124249,35430768,535,632,0.12
-79.722669,44.324022,35430708,568,510,0.11
-79.558737,43.800351,35190247,535,592,0.2
-79.504853,43.820862,35190261,535,1924,27.98
-79.610465,43.79193,35191003,535,1109,0.46
-79.691348,44.369681,35431015,568,355,0.23
-79.536406,44.354277,35431147,568,847,2.71
-79.552693,44.353339,35431145,568,514,0.34
-79.686318,44.371928,35431315,568,407,0.13
-79.804299,44.023006,35430795,535,383,0.15
-79.605898,43.801098,35190188,535,675,0.8
-79.72601,44.394602,35430655,568,632,0.12
-79.722321,44.326014,35430707,568,726,0.37
-79.7616221446398,44.0063025205078,35430789,535,490,12.93
-79.6850412571374,44.1258501256963,35430749,535,424,32.68
-79.632024,43.997101,35191155,535,611,8.29
-79.566346,43.796995,35190220,535,562,0.26
-79.562871,43.800691,35190221,535,551,0.14
-79.690893,44.392214,35431050,568,377,0.19
-79.509441,43.764988,35202051,535,793,0.02
-79.576273,43.777087,35190258,535,330,0.08
-79.718222,44.394947,35431030,568,541,0.13
-79.5836587910759,44.1881709082114,35430976,535,584,18.59
-79.8194513094219,44.0707584904624,35430810,535,502,17.16
-79.549793,44.280751,35431295,568,594,3.51
-79.695162,44.191223,35430748,568,494,9.79
-79.573679,43.797474,35190227,535,497,0.13
-79.522589,43.764413,35202056,535,1051,0.28
-79.806476,44.026389,35430796,535,548,0.14
-79.60572,43.78063,35191016,535,1573,0.64
-79.6963028232181,44.319293478547,35431380,568,113,12.98
-79.552181,43.800919,35190243,535,744,1.65
-79.596208,43.800664,35191053,535,970,1.64
-79.962258,43.86736,35211616,535,509,25.12
-79.576936,43.791729,35190229,535,470,0.18
-79.548553,44.297722,35431292,568,1097,2.12
-79.988217,43.861311,35211617,535,443,3.6
-79.720093,44.389909,35431028,568,344,0.09
-79.554643,43.799953,35190245,535,328,0.1
-79.507185,43.83863,35190809,535,988,0.29
-79.7585732732085,44.4904429539839,35430966,568,706,22.35
-79.658253,44.279764,35430981,568,569,25.05
-79.58337,43.788729,35190210,535,759,0.58
-79.671643,44.368572,35431313,568,368,0.14
-79.721157,43.806609,35211649,535,1572,5.5
-79.541356,44.232018,35431299,568,528,2.44
-79.570382,43.786131,35190214,535,634,0.48
-79.8138679598223,44.4576184968883,35430955,568,777,15.86
-79.720563,44.401745,35431033,568,396,0.11
-79.683297,44.39481,35431065,568,411,0.1
-79.725157,44.393114,35430656,568,469,0.11
-79.60121,43.771617,35190260,535,1771,2.08
-79.501763,43.757093,35202028,535,269,0.14
-79.714168,44.38836,35431026,568,424,0.14
-79.6785737428626,44.246072175228,35431328,568,407,39.59
-79.615445,43.780764,35191015,535,1982,1.09
-79.530102,43.769353,35202058,535,965,0.72
-79.807842,43.803986,35211224,535,425,16.71
-79.5751357910759,44.1518099511376,35430975,535,361,28.37
-79.67523,44.391924,35431063,568,533,0.19
-79.7921363374928,44.1170006692339,35430819,535,428,48.97
-79.515072,44.116134,35190098,535,556,2.15
-79.678924,44.390828,35431062,568,451,0.09
-79.696856,44.392121,35431052,568,461,0.21
-79.60212,43.790922,35191002,535,1791,0.87
-79.618414,43.787212,35191007,535,330,0.08
-79.563299,44.354318,35431142,568,488,4.01
-79.681449,44.371474,35431311,568,420,0.57
-79.678756,44.370765,35431312,568,519,0.25
-79.592858,43.78329,35190207,535,1409,0.31
-79.7321577107204,44.0382650442393,35430788,535,428,12.62
-79.5842892169597,44.213869,35430977,568,421,11.84
-79.714008,44.396872,35431032,568,433,0.32
-79.609738,43.991392,35191156,535,470,2.33
-79.570563,43.80079,35190224,535,564,0.14
-79.8630213294573,43.8322694963636,35210011,535,413,12.99
-79.7473991446398,44.431701,35430646,568,725,22.91
-79.81266,44.015462,35430792,535,421,4.24
-79.522406,44.014869,35190122,535,676,30.66
-79.536356,44.246435,35431298,568,580,4.7
-79.626854,43.802516,35191268,535,279,0.05
-79.570549,43.793416,35190217,535,379,0.13
-79.570802,43.803422,35190225,535,390,0.18
-79.541299,44.304018,35431291,568,406,0.29
-79.620703,43.782812,35190199,535,406,0.08
-79.6512139276801,43.9984254669019,35191153,535,676,14.6
-79.6153667669692,44.1562774544125,35430750,535,496,21.87
-79.719972,44.39281,35431029,568,350,0.07
-79.522786,43.773909,35202065,535,2078,0.08
-79.68229,44.006435,35191163,535,1183,6.41
-79.552596,44.262992,35431297,568,525,1.99
-79.684338,44.391043,35431060,568,458,0.37
-79.557041,43.798006,35191014,535,684,0.17
-79.722312,44.387996,35431318,568,434,0.09
-79.704694,44.182181,35430747,568,820,4.3
-79.884699,43.797613,35210014,535,333,11.43
-79.519930807147,44.1033352875715,35190100,535,416,20.25
-79.725834,44.386035,35431320,568,253,0.05
-79.70205,44.383596,35431021,568,513,0.26
-79.544592,44.364873,35431148,568,483,0.62
-79.729692,44.398845,35430652,568,505,0.13
-79.604774,44.37149,35431133,568,410,2.69
-79.50194,43.840536,35190810,535,247,0.05
-79.565141,43.790511,35190218,535,906,0.22
-79.579917,43.797387,35190228,535,530,0.46
-79.684862,44.003248,35191165,535,615,0.44
-79.6344633455283,44.2316984705878,35430979,568,489,19.15
-79.5929958232181,44.0633917115157,35430782,535,691,18.97
-79.542066,44.319961,35431283,568,425,0.34
-79.541661,44.329294,35431279,568,532,0.33
-79.69225,44.411385,35431085,568,439,0.08
-79.650502,44.406225,35431348,568,564,0.18
-79.607644,43.75462,35203042,535,629,1.99
-79.562341,44.102738,35430772,535,310,0.07
-79.874009,44.151705,35430830,535,482,0.18
-79.69593,44.413504,35431080,568,641,0.14
-79.942858,43.806271,35211630,535,683,7.4
-79.665355,44.408567,35431346,568,789,0.26
-79.616098,44.329244,35430985,568,395,0.3
-79.732898,43.757085,35211687,535,1247,0.19
-79.534134,44.32804,35431281,568,440,0.69
-79.860396,44.149705,35430843,535,409,3.04
-79.870353,44.15091,35430829,535,460,0.21
-79.551405,44.308815,35431288,568,273,0.14
-79.654431,44.395446,35431110,568,506,0.17
-79.689432,44.36197,35431012,568,393,0.1
-79.763731,43.762999,35212143,535,4682,2.59
-79.559029,43.79003,35190253,535,294,0.07
-79.686203,44.399683,35431046,568,447,0.17
-79.670316,44.39803,35431114,568,484,0.22
-79.784751,44.080397,35430814,535,482,0.29
-79.515454,43.765782,35202050,535,1370,0.15
-79.681221,44.364324,35431009,568,540,0.18
-79.790718,44.077667,35430812,535,516,0.26
-79.716533,44.402605,35431034,568,610,0.2
-79.573984,43.777097,35190257,535,2023,2.08
-79.696917,44.344269,35431321,568,785,5.6
-79.538512,44.315099,35431284,568,334,0.21
-79.725675,44.408469,35430648,568,569,0.17
-79.539021,44.333972,35431278,568,492,0.27
-79.653088,44.402418,35431102,568,419,0.11
-79.666489,44.404534,35431349,568,525,0.2
-79.659347,44.402545,35431350,568,579,0.16
-79.559438,44.345511,35431143,568,648,3.73
-79.674817,44.365594,35431007,568,486,0.18
-79.530898,44.39293,35431150,568,489,3.48
-79.71193,44.3862,35431025,568,897,0.14
-79.537192,44.328026,35431280,568,422,0.25
-79.8353081366042,44.4385942224264,35430959,568,696,6.64
-79.665916,44.362883,35431005,568,378,0.19
-79.646664,44.360442,35431139,568,379,0.3
-79.700688,44.352925,35430681,568,421,0.06
-79.659304,44.361143,35430999,568,396,0.04
-79.69471,44.365996,35431013,568,447,0.29
-79.656514,44.405149,35431104,568,568,0.26
-79.67708,44.405245,35431070,568,435,0.17
-79.681782,44.362041,35431324,568,533,6.15
-79.616274,44.325693,35430984,568,516,4.23
-79.521107,43.767291,35202055,535,1281,0.05
-79.7434403053506,44.087276742571,35430785,535,523,22.6
-79.500627,44.039583,35190118,535,508,0.12
-79.68212,44.400321,35431067,568,468,0.17
-79.514658,43.752885,35204352,535,1609,0.21
-79.704744,44.355915,35430679,568,340,0.17
-79.62137,43.789597,35190196,535,709,0.18
-79.608212,43.786579,35191052,535,1141,0.39
-79.622133,43.791241,35190195,535,543,0.12
-79.704767,44.398664,35431058,568,425,0.85
-79.548413,44.305421,35431289,568,412,0.11
-79.554022,43.804832,35190244,535,291,0.08
-79.594023,43.752178,35203032,535,409,0.08
-79.801145,44.017823,35430793,535,377,0.15
-79.600822,43.752883,35203039,535,473,0.06
-79.878748,44.14835,35430836,535,475,0.13
-79.683361,44.412802,35431073,568,607,0.95
-79.653937,44.406014,35431105,568,397,0.09
-79.730818,43.763723,35211665,535,1503,0.24
-79.671864,44.407638,35431118,568,450,0.14
-79.71422,44.408592,35431092,568,474,0.09
-79.73934,43.760075,35211669,535,921,0.16
-79.737521,43.760658,35211670,535,511,0.05
-79.774616,44.096119,35430817,535,430,14.62
-79.705034,44.341648,35430690,568,1120,0.29
-79.622692,44.326499,35430986,568,473,0.4
-79.570393,43.789342,35190215,535,296,0.08
-79.682468,44.087584,35430784,535,540,3.36
-79.709215,44.405227,35431039,568,511,0.18
-79.668949,44.400424,35431115,568,503,0.21
-79.678942,44.402444,35431068,568,256,0.1
-79.589862,44.101735,35430780,535,7456,2.58
-79.719664,44.409411,35430647,568,848,0.35
-79.584803,44.09219,35430781,535,625,10.67
-79.880229,44.145178,35430837,535,627,0.13
-79.873912,44.146051,35430838,535,520,0.14
-79.586514,43.749678,35203061,535,637,0.21
-79.705907,44.191074,35430746,568,510,2.17
-79.601977,43.754564,35203040,535,359,0.04
-79.8667493214217,43.7839032063682,35211251,535,393,8.31
-79.613134,43.784352,35190202,535,500,0.11
-79.560576,43.753097,35201887,535,403,0.05
-79.590978,43.755081,35203030,535,394,0.05
-79.530045,44.385251,35431375,568,671,7.63
-79.8578479839289,44.4352524513918,35430963,568,526,78.22
-79.5677,44.109725,35430776,535,420,0.12
-79.569135,43.75193,35201877,535,258,0.07
-79.862083,44.152406,35430828,535,416,0.13
-79.506934,44.105745,35190095,535,320,0.3
-79.860078,44.154843,35430827,535,346,0.26
-79.563171,43.752937,35201886,535,555,0.12
-79.570878,44.115205,35430756,535,480,0.14
-79.572005,43.758034,35201882,535,509,0.17
-79.556798,43.750333,35201888,535,890,0.27
-79.698632,44.371038,35431014,568,390,0.64
-79.662155,44.40015,35431099,568,511,0.2
-79.603541,44.298236,35430982,568,411,22.44
-79.755656,43.750919,35211394,535,1011,0.13
-79.763826,43.751151,35211755,535,542,0.08
-79.605842,44.255399,35430980,568,451,12.35
-79.677945,44.36737,35431008,568,414,0.18
-79.728147,44.396587,35430654,568,508,0.12
-79.733119,44.397036,35430658,568,343,0.07
-79.720369,44.39673,35431031,568,550,0.11
-79.547578,44.312839,35431287,568,420,0.24
-79.603358,44.322432,35430983,568,521,3.86
-79.561055,44.313566,35431305,568,557,0.07
-79.568019,44.114623,35430758,535,372,0.14
-79.53568,44.314156,35431285,568,402,0.3
-79.545859,44.309306,35431286,568,380,0.17
-79.563165,44.113666,35430760,535,344,0.07
-79.6847,44.390003,35431061,568,438,0.05
-79.736561,44.388022,35430661,568,749,1.6
-79.689666,44.365452,35431011,568,401,0.14
-79.550706,44.269699,35431296,568,881,1.97
-79.760374,43.750099,35211170,535,810,0.11
-79.780846,44.085832,35430818,535,564,4.29
-79.699815,44.406198,35431042,568,342,0.07
-79.695118,44.370837,35431016,568,324,0.23
-79.570606,44.118631,35430754,535,388,0.11
-79.524487,43.770178,35202059,535,722,0.26
-79.857966,43.809157,35210013,535,443,14.28
-79.708272,43.763885,35211883,535,5202,28.13
-79.56695,43.753418,35201885,535,516,0.08
-79.875026,44.155581,35430831,535,425,0.41
-79.598727,43.75715,35203044,535,367,0.06
-79.578973,43.755533,35201880,535,546,0.31
-79.597505,43.755443,35203045,535,555,0.08
-79.565765,44.102268,35430773,535,537,0.15
-79.675736,44.400335,35431116,568,570,0.19
-79.56639,44.106251,35430774,535,404,0.1
-79.692039,44.40228,35431044,568,681,0.46
-79.6274848392891,44.3285286878542,35431379,568,354,4.05
-79.9991190562488,44.0045977333551,35220148,535,568,27.11
-79.719726,44.386171,35431316,568,388,0.11
-79.6260261848175,44.3486505717224,35431373,568,198,8.66
-79.786389,44.425785,35430958,568,991,7.64
-79.671765,44.4045,35431117,568,500,0.18
-79.631798,44.357386,35431129,568,441,0.24
-79.64899,44.361599,35431141,568,381,0.18
-79.708093,44.362927,35430678,568,493,0.34
-79.698988,44.413038,35431081,568,589,0.13
-79.694559,44.407696,35431083,568,362,0.11
-79.704035,44.408565,35431087,568,457,0.26
-79.694921,44.410649,35431082,568,433,0.11
-79.712282,44.360053,35430676,568,353,0.07
-79.706921,44.335515,35430691,568,484,0.88
-79.550494,44.317761,35431307,568,515,0.42
-79.709616,44.407932,35431038,568,467,0.1
-79.561382,43.794417,35191097,535,1088,0.32
-79.574831,43.757542,35201881,535,585,0.11
-79.574802,43.755042,35201879,535,380,0.07
-79.704975,44.402748,35431040,568,556,0.14
-79.575078,43.75303,35203998,535,869,0.7
-79.702198,44.404619,35431041,568,346,0.11
-79.510338,43.753402,35202023,535,1465,0.34
-79.74708,43.776746,35212161,535,4708,2.56
-79.500806,44.035874,35190117,535,587,0.31
-79.713567,44.404319,35431035,568,449,0.13
-79.574329,43.791876,35190216,535,425,0.16
-79.564802,43.789887,35190256,535,620,0.13
-79.702901,44.354437,35430680,568,406,0.12
-79.563601,43.787833,35190255,535,353,0.08
-79.519277,43.749404,35202035,535,621,0.06
-79.806659,44.358764,35430962,568,594,15.38
-79.568633,43.757352,35201883,535,710,0.08
-79.583324,43.781981,35190211,535,1047,0.39
-79.719774,44.404627,35431037,568,393,0.12
-79.722564,44.405318,35430649,568,400,0.1
-79.539994,44.339444,35431277,568,501,0.64
-79.710346,43.780958,35211652,535,568,1.44
-79.518353,43.750982,35202036,535,1100,0.07
-79.564311,43.757025,35201889,535,640,0.34
-79.707081,44.359234,35430677,568,439,0.14
-79.675032,44.358026,35431006,568,413,1.68
-79.689607,44.359517,35431325,568,286,0.1
-79.655629,44.363752,35431003,568,812,0.49
-79.639804,44.362862,35431125,568,330,0.09
-79.593753,43.749412,35203033,535,391,0.06
-79.8369292973151,44.1335002183,35431382,535,243,16.65
-79.73218,44.441077,35430644,568,478,0.75
-79.659162,44.365331,35431002,568,414,0.12
-79.806433,44.032185,35430798,535,439,0.19
-79.659798,44.407792,35431347,568,701,0.17
-79.722898,44.444682,35430642,568,509,0.33
-79.9429,43.791914,35211631,535,497,10.22
-79.654528,44.399665,35431101,568,526,0.17
-79.71283,44.441376,35430640,568,525,0.54
-79.62946,44.353611,35431354,568,437,1.36
-79.592892,43.788126,35190209,535,309,0.12
-79.542816,44.323502,35431282,568,523,0.2
-79.649596,44.402585,35431103,568,359,0.09
-79.562618,44.118095,35430762,535,398,0.14
-79.658427,44.396471,35431111,568,387,0.13
-79.713903,44.406337,35431036,568,441,0.13
-79.567124,44.117944,35430763,535,414,0.19
-79.738303,43.751816,35211685,535,1105,0.18
-79.73055,43.749932,35211179,535,485,0.15
-79.789305,44.082129,35430813,535,539,0.27
-79.791525,44.086209,35430816,535,520,0.22
-79.719499,44.441359,35430641,568,473,0.37
-79.553971,43.801836,35190246,535,327,0.08
-79.591083,43.808601,35190235,535,518,0.21
-79.612407,43.813452,35191072,535,488,0.17
-79.561155,43.804755,35190248,535,548,0.15
-79.602009,43.808925,35190187,535,295,0.12
-79.609477,43.811501,35191071,535,700,0.27
-79.682268,44.397046,35431066,568,406,0.08
-79.876103,44.159252,35430833,535,524,0.17
-79.560211,44.118904,35430761,535,431,0.24
-79.870969,44.158327,35430832,535,337,0.14
-79.86104,44.15651,35430826,535,432,0.14
-79.505482,44.111398,35190096,535,352,0.27
-79.575555,43.761316,35203018,535,221,0.04
-79.520333,43.753884,35204107,535,881,0.11
-79.517253,43.753332,35202096,535,989,0.02
-79.709836,43.819322,35211648,535,478,13.66
-79.550031,43.794952,35190252,535,800,0.13
-79.575774,43.796883,35190226,535,252,0.07
-79.739567,43.895364,35211542,535,437,0.12
-79.610296,43.806926,35190189,535,610,0.19
-79.50273,43.752562,35202025,535,651,0.15
-79.879818,44.160017,35430835,535,387,1.51
-79.576985,44.119365,35430753,535,998,0.24
-79.561584,43.808677,35190241,535,518,0.21
-79.603487,43.812657,35191070,535,308,0.11
-79.8020812973151,43.8386065039397,35211222,535,329,8.35
-79.7394557991114,43.8110320292485,35211223,535,634,16.8
-79.617934,43.811154,35191073,535,241,0.07
-79.795529,44.08467,35430811,535,466,3.21
-79.787386,44.087893,35430815,535,405,0.19
-79.737665,43.754489,35211686,535,496,0.05
-79.678628,44.406917,35431071,568,453,0.18
-79.761496,43.755495,35211754,535,1006,0.12
-79.69477,44.406755,35431084,568,380,0.1
-79.613079,43.7911,35191004,535,374,0.08
-79.616591,43.789887,35191006,535,514,0.12
-79.739283,44.375691,35430665,568,350,1.46
-79.5468127267915,44.3283659137052,35431308,568,594,5.5
-79.662833,44.356547,35430996,568,412,0.27
-79.505911,43.750789,35202024,535,872,0.36
-79.571996,43.762248,35203016,535,658,0.14
-79.524111,43.750078,35202067,535,258,0.03
-79.590726,43.758404,35203027,535,777,0.15
-79.565296,43.755366,35201884,535,450,0.07
-79.848692,44.156699,35430824,535,448,0.37
-79.812348,44.0266,35430800,535,511,4.01
-79.5689,44.121347,35430764,535,974,0.31
-79.553598,44.348849,35431144,568,498,0.29
-79.562963,44.125193,35430767,535,383,0.08
-79.594086,43.754541,35203031,535,1013,0.23
-79.662936,44.363097,35431001,568,376,0.12
-79.9328703674135,43.7424352477897,35210017,535,803,19.83
-79.565559,44.122544,35430766,535,552,0.2
-79.510538,43.756875,35202022,535,420,0.06
-79.502418,43.754989,35202027,535,375,0.09
-79.518676,43.755924,35202040,535,632,0.06
-79.56895,43.764212,35203015,535,307,0.04
-79.521927,43.769803,35203994,535,1529,0.08
-79.567439,44.112361,35430759,535,735,0.13
-79.573928,44.111067,35430757,535,470,0.09
-79.51129,43.758019,35202021,535,717,0.05
-79.591146,43.757121,35203029,535,267,0.03
-79.564573,43.749668,35201874,535,1089,0.11
-79.560924,43.749929,35201872,535,629,0.12
-79.619142,43.784238,35190200,535,459,0.1
-79.60431,43.754288,35203041,535,874,0.09
-79.598126,43.752725,35203046,535,402,0.07
-79.574513,44.106208,35430777,535,1570,0.5
-79.577457,44.101175,35430779,535,725,0.2
-79.685521,44.403081,35431069,568,508,0.14
-79.702499,44.351266,35430682,568,615,0.1
-79.564489,44.106311,35430771,535,276,0.08
-79.733908,44.335708,35431372,568,388,0.86
-79.703478,44.387649,35431054,568,741,0.18
-79.719297,43.787859,35211651,535,671,2.07
-79.512104,43.759122,35202020,535,401,0.07
-79.547081,44.304183,35431290,568,509,0.17
-79.623783,43.799763,35191269,535,234,0.05
-79.52931,43.845512,35191297,535,5003,1.24
-79.814965,43.942667,35210003,535,930,4.78
-79.6481172491018,43.8839655229461,35190181,535,528,30.23
-79.72413,43.873235,35211645,535,721,0.27
-79.8994092147382,43.9277361953093,35211604,535,499,27.41
-79.694048,43.969789,35191161,535,470,20.5
-79.519312,43.849648,35191121,535,483,0.37
-79.739772,43.960497,35191162,535,489,25.28
-79.855256,43.949641,35211603,535,776,15.4
-79.517128,43.854761,35190797,535,1079,0.22
-79.747698,43.893833,35211544,535,395,0.08
-79.513061,43.840543,35190812,535,310,0.06
-79.662476,43.902212,35190178,535,459,0.5
-79.717827,43.874986,35211637,535,683,0.15
-79.733744,43.88867,35211962,535,1195,1.02
-79.733533,43.881005,35211647,535,354,0.16
-79.576645,43.81146,35190236,535,2283,3.29
-79.823209,43.898892,35211607,535,651,13.88
-79.619235,43.959493,35191157,535,547,25.29
-79.562555,43.813675,35190238,535,345,0.14
-79.643143,43.900317,35190176,535,700,5.11
-79.508236,43.851111,35190802,535,299,0.07
-79.571036,43.872563,35190822,535,542,6.47
-79.557007,43.816405,35190239,535,585,0.21
-79.649407,43.835358,35190192,535,4968,17.8
-79.514585,43.850827,35190800,535,690,0.34
-79.8620131124976,43.9185612446373,35211605,535,554,14.94
-79.523265,43.924993,35190785,535,409,0.34
-79.746003,43.881715,35211209,535,1413,0.76
-79.728767,43.877206,35211646,535,893,0.52
-79.507582,43.854115,35190801,535,557,0.24
-79.731648,43.872355,35211205,535,398,0.18
-79.744347,43.888336,35211216,535,471,0.14
-79.516378,43.856699,35190796,535,349,0.06
-79.726442,43.882783,35211633,535,391,0.56
-79.797258,43.910616,35211608,535,488,7.77
-79.52937,43.855325,35191129,535,464,0.27
-79.663538,43.893553,35190179,535,453,3.1
-79.536337,43.854635,35191127,535,611,0.07
-79.653935,43.901722,35190177,535,347,0.26
-79.515077,43.843497,35190814,535,861,0.32
-79.753009,43.87687,35211539,535,675,0.51
-79.641602,43.913186,35190175,535,2843,3.92
-79.8012706384006,43.9980793860384,35430791,535,422,8.67
-79.51775,43.92424,35190784,535,329,0.26
-79.554222,43.80978,35190242,535,506,1.73
-79.7560311366042,43.9270438869479,35211218,535,320,10.03
-79.534747,43.852563,35190818,535,626,0.15
-79.9422322388449,43.9093399368408,35211627,535,512,22.32
-79.503344,43.845153,35190807,535,240,0.05
-79.735934,43.874631,35211206,535,1124,0.53
-79.796329,43.948317,35210002,535,484,4.07
-79.738403,43.883014,35211210,535,701,0.33
-79.505031,43.847284,35190805,535,629,0.17
-79.731148,43.866428,35211196,535,330,5.71
-79.745953,43.871437,35211540,535,963,0.28
-79.74975,43.891469,35211545,535,345,0.24
-79.557211,43.81035,35190240,535,416,0.21
-79.531514,43.930063,35190788,535,452,0.3
-79.7640287589337,43.876221732847,35211602,535,377,16.85
-79.75698,43.874317,35211986,535,774,0.2
-79.511441,43.887629,35191287,535,5717,26.69
-79.834774,43.942232,35211606,535,431,4.4
-79.740464,43.891979,35211215,535,667,0.24
-79.716031,43.878173,35211636,535,740,0.17
-79.722268,43.87189,35211644,535,476,0.18
-79.511311,43.83814,35190811,535,763,0.25
-79.83413,43.965397,35211386,535,751,6.8
-79.5136863352713,43.9711018210802,35190157,535,761,22.24
-79.746507,43.893921,35211543,535,577,0.18
-79.523309,43.854652,35190798,535,462,0.09
-79.563346,43.818388,35190825,535,596,0.25
-79.532914,43.866259,35191131,535,794,0.17
-79.522705,43.860923,35191120,535,537,0.14
-79.504888,43.851094,35190803,535,477,0.09
-79.58224,43.935406,35191158,535,573,18.77
-79.540742,43.918666,35190791,535,590,6.23
-79.737419,43.892951,35211961,535,471,0.13
-79.718771,43.87033,35211643,535,610,0.12
-79.617603,43.824418,35191281,535,9559,2.83
-79.74468,43.876852,35211207,535,548,0.2
-79.507288,43.844505,35190804,535,1074,0.26
-79.527743,43.836819,35191298,535,3407,0.74
-79.719984,43.877752,35211635,535,606,0.16
-79.663371,43.9088,35190180,535,856,3.62
-79.739871,43.887505,35211211,535,413,0.26
-79.528282,43.847859,35190816,535,489,0.11
-79.517943,43.840028,35191123,535,1187,0.42
-79.786169,43.927511,35210004,535,693,8.5
-79.501898,43.846306,35191063,535,1087,0.27
-79.558002,43.978511,35190167,535,660,12.31
-79.951519,43.940478,35211628,535,578,3.28
-79.78066,43.962483,35210001,535,971,18.62
-79.516299,43.859022,35190795,535,750,0.34
-79.596521,43.811089,35190186,535,1091,0.65
-79.564313,43.815475,35190237,535,232,0.08
-79.699401,43.910308,35191160,535,462,28.92
-79.867192,43.861064,35211613,535,494,0.82
-79.625548,43.836114,35190184,535,1156,1.05
-79.855346,43.870112,35211609,535,751,7.87
-79.7927718553602,43.8504672489442,35211221,535,538,16.57
-79.873544,43.865811,35211612,535,741,0.7
-79.612301,43.842121,35190183,535,731,5.94
-79.876025,43.885308,35211610,535,2283,4
-79.519171,43.929304,35190786,535,394,0.35
-79.51235,43.924813,35190783,535,1550,9.51
-79.860981,43.863468,35211614,535,458,2.97
-79.559803,43.82171,35190824,535,2112,0.65
-79.907415,43.843142,35211615,535,603,27.7
-79.54175,43.932573,35190789,535,747,2.72
-79.642554,43.93517,35191159,535,578,16.87
-79.532793,43.923122,35190792,535,918,0.82
-79.630229,43.857191,35190182,535,1689,8.89
-79.713322,43.865147,35211642,535,981,1.23
-79.520861,43.837253,35190813,535,1180,0.39
-79.518225,43.939622,35190787,535,1520,3.98
-79.546882,43.940394,35190790,535,325,1.44
-80.51822,43.434944,35300222,541,277,0.03
-79.426844,43.868212,35190484,535,1500,0.24
-79.368478,43.691448,35200746,535,976,1.46
-80.53005,43.431894,35300218,541,1042,0.19
-78.859303,43.942007,35181133,532,1085,0.35
-79.70956,43.867635,35211641,535,579,0.11
-79.715514,43.868219,35211640,535,627,0.11
-79.7319,43.75373,35211881,535,522,0.12
-79.751491,43.864605,35211989,535,1980,7.83
-79.783147,43.590604,35210578,535,1449,0.27
-79.00594,43.879268,35181178,535,5154,6.79
-79.706341,43.601456,35211925,535,375,0.08
-79.256081,42.991044,35260181,539,673,0.24
-79.763489,43.561619,35211599,535,1325,0.39
-78.787862,43.917037,35181194,532,1317,0.43
-79.090086,43.258177,35260003,539,582,0.42
-79.814408,43.118395,35251028,537,4622,6.09
-79.081906,43.256601,35260002,539,458,0.57
-79.407008,43.763919,35204326,535,1330,0.14
-79.728752,43.75446,35211882,535,953,0.09
-79.725313,43.754652,35211879,535,754,0.79
-79.757618,43.872649,35211987,535,685,0.18
-79.207621,42.909299,35260797,539,552,19.07
-79.1857,43.777381,35203656,535,673,0.8
-78.591872,43.899704,35181032,532,2465,3.32
-78.870247,43.879855,35180174,532,484,0.22
-79.364853,43.668013,35200795,535,448,0.06
-79.714852,43.543775,35211950,535,636,0.16
-79.928117,43.20192,35250996,537,1256,0.47
-79.714035,43.620169,35211744,535,876,0.21
-79.715277,43.621404,35211747,535,535,0.06
-79.742762,43.554692,35211868,535,1043,0.11
-79.724784,43.541378,35211955,535,680,0.08
-79.721783,43.544199,35211951,535,566,0.08
-79.717655,43.541504,35211953,535,530,0.07
-79.309933,43.794243,35200203,535,600,0.21
-79.522136,43.683936,35202984,535,1147,0.12
-79.740318,43.543721,35212061,535,2255,0.61
-79.748494,43.548493,35211863,535,749,0.29
-79.756302,43.442288,35240696,535,759,0.23
-79.753935,43.431499,35240853,535,859,0.51
-79.746161,43.549913,35212059,535,601,0.08
-78.963552,43.920506,35181211,532,467,0.11
-79.612583,43.581698,35210772,535,1461,0.09
-79.358123,43.655595,35203176,535,3076,0.35
-79.720486,43.539009,35211954,535,694,0.08
-80.658586,43.404197,35300780,541,794,0.31
-80.655747,43.403398,35301025,541,1004,1.71
-79.839797,43.238505,35250364,537,243,0.02
-79.764028,43.431833,35240857,535,542,0.08
-79.399418,43.160447,35260283,539,1161,0.93
-78.670444,43.920341,35181167,532,463,0.09
-79.784258,43.58787,35211839,535,977,0.12
-79.785675,43.586589,35211838,535,823,0.14
-79.335005,43.807602,35200179,535,598,0.41
-79.260512,43.080422,35260605,539,451,27.35
-79.758189,43.437712,35240850,535,1030,0.24
-79.724472,43.536261,35211957,535,685,0.71
-79.765038,43.437763,35240855,535,988,0.14
-79.59853,43.617745,35210974,535,1108,0.15
-79.712535,43.873772,35211638,535,771,0.18
-79.742913,43.547805,35212060,535,688,0.08
