X,Y,id,CMA
-79.8463759343256,43.2454179536408,5370033.00,537
-79.4621687333439,43.837204414109,5350411.29,535
-79.77304057197,44.0748664419998,5350484.02,535
-79.6061629449134,43.6041801541123,5350522.00,535
-79.6033128638947,43.6150121946401,5350523.00,535
-79.4306063590383,43.9882016228605,5350440.00,535
-79.710187690237,43.8071803316264,5350576.24,535
-79.4459453153199,43.7377163874769,5350288.00,535
-79.4658913891791,43.7313975123728,5350289.00,535
-79.579996483628,43.5748181608538,5350508.00,535
-79.5787374574359,43.6018172778925,5350510.00,535
-79.4286919331684,43.747597851589,5350298.00,535
-79.400807710426,43.7609627468445,5350300.00,535
-79.6593023910819,43.5544899961344,5350517.00,535
-79.6501289416769,43.5574817825924,5350518.00,535
-79.6604603730333,43.5639496112559,5350519.00,535
-79.5730315268297,43.8272063075196,5350412.25,535
-79.5372638592454,43.7418366668732,5350313.00,535
-79.43017258166,43.7804057448396,5350318.00,535
-79.4277354476834,43.7882773500323,5350319.00,535
-79.5200687880388,43.7268364456398,5350292.00,535
-79.5357472299946,43.7235570496092,5350293.00,535
-79.4901749462837,43.7379688326153,5350295.00,535
-79.3461806589883,43.78198617418,5350303.00,535
-79.2376233906234,43.7119594344556,5350334.00,535
-79.4461349065313,43.7687820608163,5350309.00,535
-79.7590401569595,43.4763083706199,5350615.00,535
-79.2784817411533,43.6827606727574,5350339.00,535
-79.8748864647429,43.2319781503209,5370011.00,537
-79.8821018782761,43.2338588953038,5370012.00,537
-79.8923471543018,43.2362695456826,5370013.00,537
-79.4570733412553,43.6706799723668,5350108.00,535
-79.4418408842793,43.6707145859731,5350109.00,535
-79.4478022533732,43.6743583667023,5350110.00,535
-79.4547060003984,43.6792006002274,5350111.00,535
-79.4473830457002,43.680661871302,5350112.00,535
-79.4384933861343,43.6765454589453,5350113.00,535
-79.4295261899911,43.6779929316544,5350114.00,535
-79.4284217626937,43.6730402161697,5350115.00,535
-79.4202068718564,43.6780553956713,5350116.00,535
-79.4061180042428,43.6772196464362,5350117.00,535
-79.8855508262927,43.2421060546793,5370018.00,537
-79.2427593754742,43.7241290782221,5350335.00,535
-79.2575942226615,43.7066790592502,5350336.00,535
-79.8220172836021,43.2273761882562,5370024.00,537
-79.8093444258755,43.2200920278642,5370025.00,537
-79.7875423050854,43.5795490540186,5350516.40,535
-79.7910994846835,43.229929024444,5370027.00,537
-79.7987019852838,43.2305891260455,5370028.00,537
-79.2877386554887,43.7049560345358,5350340.00,535
-79.2732488485399,43.7067770028265,5350342.00,535
-79.263635391806,43.7111359220796,5350343.00,535
-79.2718130391937,43.9259074701006,5350403.16,535
-79.8730126442393,43.2410852123401,5370019.00,537
-79.8606573872218,43.2392344355203,5370020.00,537
-79.3969257151725,43.6852718362474,5350121.00,535
-79.3996075365845,43.6916927767675,5350122.00,535
-79.3971980016908,43.6944232515942,5350123.00,535
-79.390338215466,43.686739788462,5350124.00,535
-79.3810109943366,43.6899156611655,5350125.00,535
-79.3827759038671,43.6981646380145,5350126.00,535
-79.3825469296239,43.7067426349311,5350127.00,535
-79.4329388833856,43.7031541414483,5350132.00,535
-79.4215075549791,43.7057610399058,5350133.00,535
-79.4133655075297,43.7070241139186,5350134.00,535
-79.6878072749016,43.7112966730839,5350560.00,535
-79.6959597543385,43.6997592980409,5350561.00,535
-79.760449339534,43.6857239598644,5350574.00,535
-79.6574965254067,43.4690036022499,5350601.00,535
-79.6710925400034,43.4572211569181,5350602.00,535
-79.6800945828039,43.4477299951724,5350603.00,535
-79.6655153687802,43.4472633963353,5350604.00,535
-79.3353829818499,43.6472431015809,5350001.00,535
-79.3816734355955,43.6231368659384,5350002.00,535
-79.724637170448,43.4092943369795,5350611.00,535
-79.4180880134684,43.647191413992,5350043.00,535
-79.426363907563,43.6453988272257,5350044.00,535
-79.430172784428,43.6511998426983,5350045.00,535
-79.4349297875222,43.6474968885406,5350046.00,535
-79.4448186490588,43.642592578388,5350048.00,535
-79.4510993236776,43.6422479389545,5350049.00,535
-79.4610897255466,43.6646406369023,5350100.00,535
-79.4678862433774,43.6641082329758,5350101.00,535
-79.3664146454603,43.9075303967424,5350403.15,535
-79.4049940669173,43.6597518429297,5350059.00,535
-79.4066460163353,43.6640949283322,5350060.00,535
-79.3974228545659,43.6632418960173,5350061.00,535
-79.6798220899343,43.4333217509953,5350605.00,535
-79.6928123233942,43.4397929136113,5350606.00,535
-79.706750878409,43.4279999496547,5350607.00,535
-79.7082924281945,43.4181211038486,5350608.00,535
-79.6943636616625,43.4140419517239,5350609.00,535
-79.3596438155189,43.6494311149697,5350017.00,535
-79.4733203353041,43.8297882858604,5350411.30,535
-79.3304302850197,43.6668014264948,5350027.00,535
-79.3499324236201,43.662739649199,5350029.00,535
-79.3600576335428,43.6586791157521,5350030.00,535
-79.1196027853345,43.9552524739181,5350807.00,535
-79.4734360301328,43.6567283666886,5350103.00,535
-79.4822777004014,43.654844464467,5350104.00,535
-79.4770605218314,43.6640309002995,5350105.00,535
-79.4724169146341,43.6713719681375,5350106.00,535
-79.463453653899,43.6773354814304,5350107.00,535
-79.4118917326956,43.6804855781904,5350118.00,535
-79.4059238025612,43.6852282236922,5350119.00,535
-79.3955823070463,43.6813194094464,5350120.00,535
-79.3686330324412,43.7320656592472,5350264.00,535
-79.8965583761709,43.2552917091729,5370042.00,537
-79.1172463063789,43.8911132972095,5350806.00,535
-79.3562305683661,43.6741126687729,5350070.00,535
-79.3475802217842,43.6751417483627,5350071.00,535
-79.3340186163082,43.6712476764011,5350073.00,535
-79.3244317137599,43.6743058028012,5350074.00,535
-79.3269505203052,43.6794545768669,5350075.00,535
-79.3176271960763,43.6822508787026,5350076.00,535
-79.0303892047334,43.8464052235473,5350811.00,535
-79.0241144101498,43.8572382901037,5350812.00,535
-79.3287520368772,43.6842218520902,5350082.00,535
-79.3393874934596,43.6820290382533,5350083.00,535
-79.3501992062655,43.6806946579931,5350084.00,535
-79.3588434790284,43.6789888888427,5350085.00,535
-79.4046568716621,43.7090824649925,5350135.00,535
-79.3902650803707,43.7137515545981,5350137.00,535
-79.3952956032679,43.7221094751619,5350138.00,535
-79.4165549157785,43.7141321445413,5350140.00,535
-79.9214308131387,43.2535329747418,5370043.00,537
-79.9382336529078,43.2508817580907,5370044.00,537
-79.9166135509992,43.2638916034957,5370045.00,537
-79.4507666016592,43.6352668698817,5350003.00,535
-79.4397922886206,43.6374625069455,5350004.00,535
-79.4304979609775,43.6399115808346,5350005.00,535
-79.4333303955359,43.6359109611965,5350006.00,535
-79.4186284306029,43.6431992871316,5350009.00,535
-79.4027735794231,43.7013529629342,5350129.00,535
-79.4103832359993,43.6959368850283,5350130.00,535
-79.4188891812139,43.6941737952639,5350131.00,535
-79.3663012000031,43.7437280570631,5350267.00,535
-79.3486563066833,43.744793994857,5350268.00,535
-79.8971735283943,43.269479649247,5370046.00,537
-79.8039491567789,43.2420336732596,5370055.00,537
-79.7940582222686,43.2424049258811,5370056.00,537
-79.8014113675126,43.2481742740006,5370057.00,537
-79.8112811153759,43.2500609586663,5370058.00,537
-79.8212832482139,43.2523292479917,5370059.00,537
-79.8807653740478,43.2787495411054,5370065.00,537
-79.8565405014846,43.2825974674722,5370066.00,537
-79.8380704153783,43.2813451461383,5370067.00,537
-79.8175149781304,43.2835332314404,5370068.00,537
-79.4545111252316,43.6505668454826,5350051.00,535
-79.4481119665184,43.6509389935129,5350052.00,535
-79.3946134586516,43.6458444842419,5350011.00,535
-79.3821473013479,43.6485863524001,5350014.00,535
-79.3753810738029,43.6505875222913,5350015.00,535
-79.3638837238071,43.6537516850899,5350016.00,535
-79.3775753775162,43.6692553537111,5350064.00,535
-79.373088694087,43.6652711929054,5350066.00,535
-79.3651043164659,43.6704107915458,5350067.00,535
-79.3622437973265,43.6652329673256,5350068.00,535
-79.3505992092794,43.6692190988903,5350069.00,535
-79.8874734048504,43.2674717403007,5370047.00,537
-79.8729143612063,43.2598876986028,5370048.00,537
-79.8630830269824,43.2572745570965,5370049.00,537
-79.8534840007475,43.254298500567,5370050.00,537
-79.8436600953085,43.2517707271234,5370051.00,537
-79.8339165002295,43.2490249827903,5370052.00,537
-79.823801310052,43.2462423196627,5370053.00,537
-79.8138191166023,43.2439772044354,5370054.00,537
-79.3462953181151,43.6582415363547,5350018.00,535
-79.3347574464938,43.6608241906894,5350019.00,535
-79.315606701071,43.6639644112057,5350020.00,535
-79.8311259030746,43.2549175036208,5370060.00,537
-79.8410707673271,43.2575833328499,5370061.00,537
-79.8510013080504,43.2600461159599,5370062.00,537
-79.8610150629187,43.2624239754402,5370063.00,537
-79.8710702452031,43.2647218103721,5370064.00,537
-79.4265235908967,43.685357698372,5350165.00,535
-79.3611374873636,43.6619023918342,5350031.00,535
-79.3713881337935,43.6608514461258,5350032.00,535
-79.36952200289,43.6565447613074,5350033.00,535
-79.38495209317,43.6561086678786,5350035.00,535
-79.3924689476685,43.6518394509878,5350036.00,535
-79.3942961190942,43.6563690134604,5350037.00,535
-79.4027917121379,43.6547644095518,5350038.00,535
-79.4419637575709,43.6544158902699,5350053.00,535
-79.4327854740392,43.6564086615025,5350054.00,535
-79.4260458229107,43.6577954898731,5350055.00,535
-79.4207107447884,43.6588574455952,5350056.00,535
-79.414313623986,43.6625121647314,5350057.00,535
-79.4126519031225,43.6581751264015,5350058.00,535
-79.5343358371975,43.6565655872389,5350224.00,535
-79.5274007716754,43.6683004282005,5350231.00,535
-79.3784147749328,43.7216811999118,5350265.00,535
-79.391845768517,43.7386092325263,5350266.00,535
-79.2751417329025,43.7460874268405,5350352.00,535
-79.2936461812413,43.6693598184641,5350021.00,535
-79.2865826325473,43.6764305324809,5350022.00,535
-79.2950968690557,43.6755804830501,5350023.00,535
-79.3046984182031,43.6722344688057,5350024.00,535
-79.3137433050531,43.6713807541613,5350025.00,535
-79.3225441016746,43.6673372282846,5350026.00,535
-79.5065932347844,43.6055294318475,5350208.00,535
-79.3151531263562,43.6773189650091,5350077.00,535
-79.3047698461702,43.6805317191048,5350078.00,535
-79.2925026730994,43.6839643170489,5350079.00,535
-79.401144490731,43.6501080085096,5350039.00,535
-79.4087357463,43.6489931394345,5350040.00,535
-79.4107925897673,43.6535741793299,5350041.00,535
-79.4201173103465,43.6522098149825,5350042.00,535
-79.5018847816902,43.6280968128125,5350215.00,535
-79.3737028272032,43.6837662664517,5350086.00,535
-79.378422909507,43.6771353499224,5350087.00,535
-79.3839613675964,43.6725547910181,5350088.00,535
-79.3920671613476,43.6718516360999,5350089.00,535
-79.3124429827458,43.7207239910286,5350261.00,535
-79.6307186247589,43.8634335917173,5350413.01,535
-79.2584665897357,43.7219777073282,5350345.00,535
-79.2794593761999,43.721039154746,5350347.00,535
-79.2917939513715,43.7183114802681,5350348.00,535
-79.3036413811708,43.7339493258318,5350349.00,535
-79.2462746686143,43.7502559265446,5350354.00,535
-79.2291632278854,43.7519810036826,5350356.00,535
-79.397349259142,43.7309382284445,5350142.00,535
-79.4929027305691,43.654395836667,5350150.00,535
-79.3191506789838,43.6862595377334,5350081.00,535
-79.3927449749519,43.6768342578445,5350090.00,535
-79.4092750778844,43.6703076370148,5350092.00,535
-79.4165415357371,43.6687536209868,5350093.00,535
-79.5264750740771,43.6965093860231,5350241.00,535
-79.4132958114658,43.7417345006941,5350275.00,535
-79.4229352473686,43.7160163853423,5350277.00,535
-79.4351102870998,43.7125624341664,5350278.00,535
-79.3874058432102,43.6419716031488,5350012.03,535
-79.5012273164482,43.6625414075235,5350151.00,535
-79.4886138659747,43.6630594362294,5350152.00,535
-79.4912013327476,43.6688881379329,5350153.00,535
-79.313124132987,43.7121184684075,5350192.00,535
-79.3260461661378,43.706142825302,5350193.00,535
-79.4906136330553,43.6174757736262,5350201.00,535
-79.4930218111806,43.6090589067083,5350202.00,535
-79.4976653201301,43.6082741247987,5350203.00,535
-79.188719668685,43.7731798062058,5350359.00,535
-79.5038416807944,43.6743095283557,5350154.00,535
-79.4800753859905,43.677394749304,5350155.00,535
-79.8645456902681,43.5350104466006,5350620.01,535
-79.491290491395,43.6844201879562,5350157.00,535
-79.4772217783878,43.6854707110761,5350158.00,535
-79.264910825392,43.7654883199614,5350369.00,535
-79.2974902775141,43.7554847177251,5350371.00,535
-79.4283505610935,43.6959011064602,5350166.00,535
-79.4400170525227,43.6944727971967,5350168.00,535
-79.4587599212513,43.6976656718509,5350170.00,535
-79.470315101579,43.6949816194125,5350171.00,535
-79.4837795306351,43.6923667681222,5350172.00,535
-79.4958875206987,43.689013059897,5350173.00,535
-79.3644357870535,43.6938556073498,5350186.00,535
-79.3359123802193,43.6972514032101,5350187.00,535
-79.3238996527115,43.6979859121828,5350188.00,535
-79.3074903504397,43.7011309630658,5350189.00,535
-79.3035633339783,43.7108131552487,5350191.00,535
-79.5047395275625,43.5979001575561,5350204.00,535
-79.5151151662321,43.5938899473997,5350205.00,535
-79.5185868238413,43.6015431489417,5350207.00,535
-79.5410560014046,43.6698044635216,5350232.00,535
-79.5531346808793,43.667129885188,5350233.00,535
-79.5652271159864,43.6644996348234,5350234.00,535
-79.5679865710668,43.8314158432583,5350412.26,535
-79.4589836812711,43.6876766642943,5350160.00,535
-79.4517891291097,43.6893674020044,5350161.00,535
-79.4443534056781,43.6903209604787,5350162.00,535
-79.440678669825,43.6829677444692,5350163.00,535
-79.434704003262,43.6856276532979,5350164.00,535
-79.8088029528522,43.680748641152,5350576.29,535
-79.4980967744466,43.6190279977322,5350209.00,535
-79.5370677682424,43.6065879136087,5350211.00,535
-79.5060252043819,43.6893358007858,5350174.00,535
-79.5125864700201,43.7053490755685,5350176.00,535
-79.2968982440021,43.6930129215054,5350180.00,535
-79.3210801943317,43.691620158181,5350182.00,535
-79.6037876164751,43.5843278299061,5350512.00,535
-79.4976617986632,43.6397212236151,5350216.00,535
-79.4861628431083,43.6367880695159,5350217.00,535
-79.5093501705033,43.6442555230975,5350218.00,535
-79.5185338136333,43.6517304460097,5350226.00,535
-79.5087397568991,43.6512086758838,5350227.00,535
-79.5024974859006,43.6556957889557,5350228.00,535
-79.5112631995107,43.656498693672,5350229.00,535
-79.2911889667789,43.7366347549059,5350350.00,535
-79.1888157296943,43.7518597898689,5350330.00,535
-79.5865091005566,44.116292712622,5350481.01,535
-79.9037613630755,43.2383549221271,5370014.00,537
-79.91187636591,43.239259931423,5370015.00,537
-79.550233023508,43.6017785158194,5350212.00,535
-79.5243983437397,43.6312675339511,5350214.00,535
-79.47073879469,43.7435618639437,5350296.00,535
-79.5148647788026,43.637985696853,5350219.00,535
-79.5680631269156,43.630437885018,5350220.00,535
-79.5154879879724,43.6923249398121,5350242.00,535
-79.5635554034611,43.7191713228822,5350245.00,535
-79.5697523570829,43.7297515655049,5350246.00,535
-79.5695941207023,43.8525417751111,5350413.02,535
-79.7081794455681,43.5517992183685,5350516.37,535
-79.7228579863156,43.5392322193758,5350516.38,535
-79.7953979791851,43.5895364713155,5350516.39,535
-79.8220853315352,43.2149155270447,5370006.00,537
-79.8361644088631,43.2223183365463,5370007.00,537
-79.8454832319323,43.2246900006291,5370008.00,537
-79.8549698576501,43.226983517651,5370009.00,537
-79.8649612418204,43.2294818395106,5370010.00,537
-79.2770890628307,43.9576526440205,5350430.08,535
-79.3704751982192,43.7830584570157,5350304.03,535
-79.3507733776051,43.7765328075783,5350304.04,535
-79.0179510257761,43.905608699183,5350805.14,535
-79.4943312682156,43.7571282038398,5350311.02,535
-79.5031720495867,43.7541790958019,5350311.03,535
-79.8317266782175,43.699498282637,5350576.53,535
-79.4238598861714,43.6672501040629,5350094.00,535
-79.429322259903,43.6660797618605,5350095.00,535
-79.4514984651246,43.6628445383785,5350098.00,535
-79.4570371924379,43.6588882230569,5350099.00,535
-79.8651912732221,43.2477245695553,5370034.00,537
-79.8555571834398,43.2492723194514,5370035.00,537
-79.8644959371927,43.2530754967601,5370036.00,537
-79.8746985938094,43.2564355751617,5370037.00,537
-79.7683069208617,43.7692888144825,5350576.54,535
-79.7575036934395,43.7665761459745,5350576.55,535
-79.7000073764518,43.7753897666584,5350576.56,535
-79.689316455336,43.7645849834585,5350576.57,535
-79.7760809649596,43.7608452918763,5350576.58,535
-78.779779534922,43.9036466817495,5320202.12,532
-79.8539489897774,43.3125407290105,5370201.00,537
-79.8591919037165,43.2984357947972,5370202.00,537
-79.8321855559248,43.3131712158266,5370203.00,537
-79.8137888484914,43.312705473962,5370204.00,537
-78.8937701817555,43.9189496071041,5320013.00,532
-78.9442667297056,43.8726811569041,5320103.00,532
-78.95079945627,43.8876242763857,5320104.00,532
-79.7970413521475,43.2674793321637,5370069.00,537
-79.7760417708905,43.2538062014961,5370070.00,537
-79.7825408828147,43.2403347077571,5370071.00,537
-79.7419107396456,43.5632036941624,5350516.41,535
-79.4067334796358,43.7711965364866,5350307.07,535
-79.7852601167793,43.2787609920083,5370073.00,537
-79.7517696176689,43.5550512595903,5350516.42,535
-79.717218457169,43.562163189964,5350516.43,535
-79.7229092323993,43.5574999996043,5350516.44,535
-79.6333626373183,43.5898382915016,5350520.09,535
-79.6384708193399,43.5868493834592,5350520.10,535
-79.6365319657449,43.6154614486015,5350528.44,535
-79.6447506994728,43.6086207672203,5350528.45,535
-79.7045007788882,43.5992166675296,5350528.46,535
-79.8724975757038,43.3203159229192,5370200.00,537
-79.274866851281,43.9748322712235,5350430.07,535
-79.7853293741512,43.3327164394747,5370215.00,537
-79.730030296581,43.7078361489344,5350562.12,535
-79.3776232721461,43.656427879292,5350034.02,535
-79.7684219173968,43.6662735761868,5350572.09,535
-79.7731781068566,43.6624909864128,5350572.10,535
-79.7952457877527,43.6899887850242,5350573.10,535
-79.8058576846257,43.7238899350648,5350576.33,535
-79.8136852759086,43.7164770843022,5350576.34,535
-79.81227921978,43.6927889284934,5350576.44,535
-79.4221803610349,43.7589218807829,5350299.01,535
-79.412764313879,43.7634617101094,5350299.02,535
-79.9372878909201,43.3666018962153,5370144.02,537
-79.7785310497636,43.1068169026731,5370100.02,537
-79.6796486670998,43.7434750901563,5350576.40,535
-79.8262873063837,43.6899494154474,5350576.41,535
-79.820259434321,43.6824254891812,5350576.42,535
-79.8089380515923,43.6987978726377,5350576.43,535
-79.3965366651219,43.6388432492647,5350012.01,535
-79.3794773746562,43.6607612181664,5350034.01,535
-79.3832338595098,43.7712508992637,5350305.03,535
-79.3732113181344,43.7675743136613,5350305.04,535
-79.4122033654575,43.7705409900288,5350307.03,535
-79.4103000579883,43.7647281325583,5350307.04,535
-79.4133996468071,43.778515703152,5350307.05,535
-79.4124136917416,43.7755714803066,5350307.06,535
-79.2579308724546,43.7756926353886,5350368.01,535
-79.2532737758956,43.7627746409752,5350368.02,535
-79.918674391518,43.2110665928972,5370002.05,537
-79.9021542775238,43.2065815980633,5370002.06,537
-79.7997359039235,43.1914836343684,5370080.06,537
-79.7791042346635,43.1882054773219,5370080.07,537
-79.9305802606424,43.1608606837777,5370101.01,537
-79.8772113471474,43.1445493802798,5370101.02,537
-80.0113990717445,43.41819669597,5370144.01,537
-79.7560016496709,43.7229217966147,5350562.15,535
-79.2338389097688,43.969938316399,5350430.05,535
-79.8065347959482,43.3285350072366,5370206.00,537
-79.6954519898235,43.5954542028733,5350528.47,535
-79.8233162145167,43.3489324463883,5370208.00,537
-79.8213400722485,43.3574445106801,5370209.00,537
-79.8129696403694,43.3525492569355,5370210.00,537
-79.8060867667512,43.3428831103404,5370211.00,537
-79.8036215362622,43.3345554198874,5370212.00,537
-79.7958670290291,43.3291079375598,5370213.00,537
-79.7938601033445,43.3383108448214,5370214.00,537
-79.7725698940898,43.3423288356583,5370216.00,537
-79.7201309008675,43.6424776765731,5350528.48,535
-79.7708463616668,43.3669161945837,5370218.00,537
-79.7563010289047,43.3565124567329,5370219.00,537
-79.7363215059124,43.3685712787481,5370220.00,537
-79.7435051582901,43.3724606627732,5370221.00,537
-79.7327308367262,43.6329531832903,5350528.49,535
-79.3761555068356,43.6456170926309,5350013.01,535
-79.7069262378235,43.6906904131655,5350562.13,535
-79.7509092896632,43.7274679799596,5350562.14,535
-79.2371984904017,43.9622524753494,5350430.06,535
-79.8006862764243,43.6858387189856,5350573.11,535
-79.8232355594784,43.7341777122513,5350576.31,535
-79.8246919445234,43.7247966216622,5350576.32,535
-79.7299236645293,43.5426484962598,5350516.49,535
-79.8380331481654,43.6953434020393,5350576.52,535
-79.3745968565835,43.64231990277,5350013.02,535
-79.4276081508373,44.0204333980487,5350442.06,535
-79.4938256189033,43.7478404514135,5350311.04,535
-79.0081450374102,43.8784784229696,5350805.15,535
-79.5274029199928,43.7647487839752,5350316.01,535
-79.0366141846182,43.8901328920502,5350805.16,535
-79.8209772318343,43.7050004202729,5350576.50,535
-79.4667052661882,44.0120755932113,5350442.04,535
-79.4546910472517,44.0143136413337,5350442.05,535
-79.3127624625413,43.8940372893517,5350403.09,535
-79.509617747408,43.7546999445409,5350312.02,535
-79.5222116199972,43.7444955917176,5350312.03,535
-79.5755719756072,43.7554104911296,5350315.01,535
-79.564706757834,43.750180726219,5350315.02,535
-79.374421613391,43.7962600240801,5350324.01,535
-79.3635056018784,43.798672492777,5350324.02,535
-79.3462222862447,43.8036657530517,5350324.03,535
-79.3245637710371,43.7849480597145,5350375.01,535
-79.3099040594206,43.8286662017609,5350401.19,535
-79.3046198243618,43.7842369312735,5350375.03,535
-79.2975488609184,43.7969417603714,5350376.01,535
